"","1","2"
"aaron",0,1
"abandoning",0,1
"abc",0,4
"abhor",0,1
"abiding",0,12
"abidingâ",0,1
"ability",0,2
"able",0,20
"abnormal",0,1
"abou",0,1
"about",0,2
"abroad",0,1
"absolute",0,3
"absolutely",0,7
"absurd",0,2
"abuse",0,3
"abusersâ",0,1
"academic",0,1
"academy",0,1
"accept",0,4
"acceptance",0,1
"access",0,13
"accessible",0,1
"accident",0,5
"accidental",0,1
"accidently",0,1
"accidents",0,6
"accomplice",0,1
"accomplish",0,2
"accomplished",0,2
"according",0,2
"account",0,5
"accounts",0,3
"accout",0,1
"accumulated",0,1
"accurate",0,1
"acess",0,1
"achieve",0,1
"achievennall",0,1
"acknowledge",0,2
"acknowledges",0,1
"acoustic",0,1
"acquire",0,4
"acquiring",0,2
"across",0,5
"acrossâ",0,1
"acrual",0,1
"act",0,21
"acting",0,4
"action",0,5
"actions",0,5
"actionâ",0,1
"active",0,13
"actively",0,2
"activist",0,1
"activity",0,2
"actors",0,5
"acts",0,4
"actual",0,7
"actually",0,72
"adam",0,2
"adamantly",0,1
"adams",0,1
"adamsâ",0,2
"adan",0,2
"add",0,9
"added",0,1
"addict",0,1
"adding",0,2
"addition",0,2
"address",0,3
"addressed",0,1
"addressing",0,1
"admit",0,6
"admitting",0,1
"adomaviäudius",0,1
"adult",0,4
"adults",0,1
"adultsnhttpenwikipediaorgwikilistofschoolshootingsintheunitedstateslistofusschoolattacksnnthis",0,1
"advance",0,3
"adverts",0,1
"advise",0,1
"advocate",0,2
"aero",0,1
"affect",0,3
"affected",0,1
"affects",0,1
"afford",0,4
"afraid",0,2
"africa",0,6
"african",0,1
"africans",0,1
"after",0,5
"afterwards",0,1
"again",0,2
"agains",0,2
"age",0,5
"agencies",0,2
"agency",0,1
"agenda",0,2
"agent",0,1
"agentschina",0,1
"agentwashingtub",0,1
"ages",0,2
"aggression",0,1
"agin",0,1
"aging",0,1
"agirlally",0,1
"ago",0,19
"agree",0,14
"agreement",0,1
"ahahahahahahah",0,1
"ahangari",0,2
"ahead",0,1
"ahh",0,2
"ahhhh",0,1
"ahhhhhhamerica",0,1
"ahlie",0,1
"ahold",0,1
"aight",0,1
"ailish",0,1
"ailments",0,1
"aim",0,6
"aiming",0,1
"aims",0,1
"aint",0,10
"air",0,1
"airplanes",0,1
"airport",0,1
"airsoft",0,1
"akbar",0,1
"akin",0,1
"aks",0,3
"akâ",0,1
"alarm",0,9
"albeit",0,3
"album",0,1
"alcohol",0,29
"alcoholic",0,1
"alcoholnban",0,1
"alcoholâ",0,1
"alerting",0,1
"alertâ",0,2
"alex",0,2
"alexander",0,1
"alice",0,3
"aliens",0,2
"align",0,1
"aligning",0,1
"alike",0,1
"alina",0,1
"alive",0,6
"all",0,38
"allahu",0,1
"allart",0,2
"allocate",0,1
"allow",0,8
"allowed",0,17
"allowing",0,3
"almost",0,31
"alone",0,6
"along",0,5
"alot",0,3
"aloud",0,2
"already",0,25
"alreadynd",0,1
"also",0,42
"alternative",0,1
"although",0,2
"always",0,38
"amazes",0,1
"amazing",0,4
"ambulances",0,1
"ambush",0,1
"ameica",0,1
"amen",0,1
"amendment",0,29
"amendmented",0,1
"amendmentâ",0,1
"america",0,89
"american",0,31
"americanhi",0,1
"americannkinder",0,1
"americannrespectfullynnot",0,1
"americans",0,39
"americansâ",0,1
"americas",0,4
"americawow",0,1
"americaâ",0,1
"americunts",0,1
"aminals",0,1
"aminalsâ",0,1
"amish",0,2
"ammendment",0,2
"ammo",0,2
"ammonium",0,1
"ammos",0,1
"ammoâ",0,1
"ammunition",0,3
"among",0,3
"amongst",0,1
"amount",0,14
"amounts",0,2
"amusing",0,1
"ana",0,1
"analogy",0,2
"analysis",0,1
"analyzed",0,1
"analyzing",0,1
"and",0,83
"anddrug",0,1
"andi",0,1
"andnthat",0,1
"andwe",0,1
"anecdote",0,1
"angeles",0,1
"anger",0,3
"angered",0,1
"angernnyou",0,1
"angie",0,1
"angry",0,7
"angus",0,2
"animals",0,2
"animalsâ",0,1
"anja",0,1
"announce",0,4
"announced",0,1
"announcement",0,2
"announcements",0,3
"annoying",0,4
"annoyng",0,1
"annoys",0,1
"anonymous",0,1
"another",0,26
"anothernnand",0,1
"anout",0,1
"answer",0,4
"answered",0,1
"answers",0,1
"anthony",0,1
"anthor",0,1
"anti",0,4
"antiamerican",0,1
"antiamericanamerica",0,1
"anticommunists",0,1
"antigun",0,3
"antisocial",0,1
"antiwhite",0,1
"antonio",0,1
"anxiety",0,3
"any",0,5
"anybody",0,8
"anymore",0,5
"anyone",0,37
"anyonenand",0,1
"anything",0,37
"anythingnnso",0,1
"anytime",0,1
"anyway",0,7
"anywaynnif",0,1
"anywaynnthe",0,1
"anyways",0,3
"anywaysâ",0,1
"anywhere",0,9
"apart",0,2
"apartment",0,1
"apologies",0,3
"apology",0,1
"appalled",0,1
"apparatus",0,1
"apparent",0,3
"apparently",0,5
"appears",0,1
"apple",0,1
"applied",0,1
"applies",0,1
"apply",0,6
"applying",0,1
"appreciate",0,1
"appropriate",0,1
"approximately",0,1
"april",0,2
"arapahoe",0,1
"arapahoehighschoolshooting",0,1
"archaic",0,1
"architecture",0,1
"are",0,15
"area",0,7
"areas",0,8
"arent",0,1
"argentina",0,6
"argue",0,7
"arguing",0,4
"argument",0,29
"argumentative",0,1
"arguments",0,5
"argumentâ",0,1
"arizona",0,6
"arm",0,12
"armas",0,1
"armed",0,32
"armednhighly",0,1
"arming",0,2
"armless",0,1
"armor",0,1
"arms",0,16
"army",0,4
"arora",0,1
"around",0,50
"aroura",0,1
"arrest",0,2
"arrested",0,3
"arrive",0,1
"arrow",0,1
"ars",0,1
"arse",0,2
"arsenal",0,1
"arses",0,1
"arson",0,2
"arthur",0,1
"articulate",0,1
"artificial",0,1
"artificially",0,1
"arts",0,1
"artå«ras",0,1
"asap",0,2
"ash",0,1
"ashamed",0,1
"asian",0,3
"asians",0,1
"ask",0,11
"asked",0,4
"asking",0,4
"askntin",0,1
"asks",0,1
"aspect",0,1
"aspergers",0,1
"ass",0,26
"assail",0,1
"assailant",0,1
"assault",0,9
"assaultedâ",0,1
"assaultnnyou",0,1
"asserting",0,1
"assertionâ",0,1
"asshole",0,4
"assholes",0,2
"associated",0,2
"associates",0,1
"asstronaut",0,1
"asstronautâ",0,1
"assume",0,4
"assumed",0,2
"assumes",0,1
"assumptionsâ",0,1
"assure",0,1
"asswipes",0,1
"astounded",0,1
"asume",0,1
"atack",0,1
"atf",0,2
"atmosphere",0,1
"atomic",0,1
"atrocities",0,1
"ats",0,1
"attached",0,1
"attachments",0,1
"attack",0,18
"attacked",0,3
"attacker",0,2
"attacking",0,4
"attacks",0,6
"attacksnwhat",0,1
"attempt",0,2
"attempted",0,1
"attempting",0,1
"attention",0,7
"attest",0,1
"attitude",0,1
"attitudes",0,1
"attracted",0,2
"audience",0,1
"auditorium",0,1
"auror",0,1
"aurora",0,6
"aus",0,1
"australia",0,20
"australian",0,1
"author",0,1
"authority",0,1
"authors",0,1
"auto",0,4
"automatic",0,11
"automatically",0,1
"automaticsburst",0,1
"automobile",0,1
"automobileâ",0,1
"autoservicio",0,1
"availability",0,3
"available",0,5
"average",0,8
"avoid",0,1
"avoided",0,3
"await",0,1
"awakened",0,1
"aware",0,6
"away",0,39
"awesome",0,7
"awesomeâ",0,1
"awful",0,2
"awkard",0,1
"axle",0,2
"aye",0,1
"ayoormâ",0,1
"azzraze",0,1
"babies",0,2
"baby",0,4
"back",0,61
"background",0,11
"backing",0,2
"backnit",0,1
"backpack",0,1
"bad",0,52
"badass",0,3
"badge",0,1
"badguns",0,1
"badly",0,1
"badnso",0,1
"baffles",0,1
"bag",0,4
"bagsetc",0,1
"baguettes",0,1
"bait",0,1
"ball",0,3
"balls",0,5
"ban",0,34
"banana",0,1
"bandaid",0,1
"bang",0,1
"banged",0,1
"banging",0,2
"bank",0,5
"banned",0,22
"banning",0,12
"bans",0,2
"banter",0,1
"banâ",0,2
"baptist",0,1
"bar",0,5
"barack",0,1
"barcelona",0,1
"bare",0,1
"barely",0,1
"bargained",0,1
"barrel",0,3
"barricade",0,9
"barryâ",0,1
"bars",0,1
"base",0,2
"baseball",0,2
"based",0,10
"basement",0,1
"basenn",0,1
"bases",0,2
"bash",0,2
"basic",0,3
"basically",0,9
"basics",0,1
"basing",0,1
"basis",0,2
"basisâ",0,1
"bastard",0,1
"bastards",0,1
"bat",0,6
"bath",0,3
"bathroom",0,3
"bathrooms",0,2
"bathtub",0,1
"bathtubs",0,1
"batman",0,1
"bats",0,1
"battlefield",0,1
"battles",0,1
"bay",0,1
"bbqs",0,1
"bday",0,1
"beacuse",0,1
"bear",0,9
"beards",0,1
"bearing",0,1
"beasts",0,1
"beat",0,3
"beating",0,1
"beause",0,1
"beautiful",0,3
"became",0,4
"becaues",0,1
"because",0,19
"becka",0,1
"beckabn",0,2
"become",0,10
"becoming",0,2
"beds",0,2
"bee",0,1
"been",0,2
"beer",0,2
"beeâ",0,1
"befor",0,1
"before",0,2
"began",0,1
"begin",0,2
"beginning",0,5
"behave",0,2
"behavior",0,6
"behaviour",0,1
"beheaded",0,1
"behind",0,19
"being",0,1
"beings",0,2
"beleive",0,1
"belief",0,3
"beliefs",0,2
"believable",0,1
"believableâ",0,1
"believe",0,28
"believing",0,2
"belittling",0,1
"belive",0,1
"bell",0,2
"bella",0,1
"bellow",0,1
"beltway",0,4
"ben",0,4
"beneficial",0,1
"benefit",0,2
"benefiting",0,1
"benson",0,1
"bernardino",0,5
"beside",0,2
"besides",0,3
"best",0,21
"bestnnmommy",0,1
"bestâ",0,2
"bet",0,4
"better",0,42
"bettywhitepleasesitonmyface",0,1
"beverage",0,1
"bevy",0,1
"beyond",0,6
"bezerker",0,1
"bibaby",0,1
"bible",0,7
"bicker",0,1
"bieber",0,1
"big",0,19
"bigest",0,1
"bigger",0,10
"biggest",0,6
"bigot",0,1
"bigoted",0,2
"bigotry",0,3
"bill",0,3
"billion",0,1
"billions",0,2
"binf",0,1
"binge",0,2
"binghamton",0,1
"biochemistry",0,1
"birched",0,1
"birfffday",0,1
"birthday",0,1
"birthdayâ",0,1
"bish",0,1
"bit",0,11
"bitch",0,9
"bitches",0,3
"bite",0,1
"bitâ",0,1
"bizarre",0,2
"bizzle",0,1
"bjork",0,1
"bla",0,3
"blablablabla",0,1
"black",0,29
"blacks",0,4
"blah",0,2
"blake",0,1
"blame",0,16
"blamed",0,2
"blameâ",0,1
"blaming",0,1
"blanket",0,2
"blankets",0,3
"blanks",0,2
"blast",0,3
"blasting",0,2
"bleach",0,1
"bleed",0,1
"bless",0,4
"blind",0,4
"blindfold",0,1
"blindly",0,1
"blindness",0,1
"blinds",0,5
"blip",0,1
"bliss",0,2
"block",0,2
"blood",0,15
"bloodpackwearer",0,1
"bloodshed",0,1
"bloody",0,4
"blow",0,3
"blown",0,2
"blue",0,6
"bluesieron",0,1
"blunts",0,1
"board",0,1
"boardnncanada",0,1
"boast",0,1
"bob",0,1
"bodies",0,3
"body",0,3
"bodyguards",0,1
"bodys",0,1
"boggling",0,1
"bomb",0,11
"bombed",0,2
"bombers",0,1
"bombing",0,1
"bombings",0,2
"bombs",0,9
"bond",0,1
"bonding",0,1
"boogeyman",0,1
"book",0,3
"books",0,8
"boom",0,1
"boos",0,1
"booth",0,1
"bootlegged",0,1
"bootleggers",0,1
"bordered",0,1
"borders",0,1
"boring",0,1
"born",0,3
"borrowed",0,1
"boss",0,1
"boston",0,2
"both",0,2
"bother",0,1
"bottom",0,1
"bought",0,6
"bound",0,3
"bout",0,1
"bow",0,2
"bowl",0,2
"box",0,2
"boy",0,8
"boyfriendnthat",0,1
"brain",0,5
"braindead",0,1
"brains",0,4
"brainwash",0,1
"brainwashed",0,1
"branch",0,2
"brand",0,1
"brave",0,1
"bravender",0,1
"brazil",0,12
"breaching",0,1
"break",0,22
"breaking",0,6
"breaks",0,1
"breath",0,1
"breathing",0,1
"bright",0,1
"bring",0,20
"bringing",0,1
"brining",0,1
"britain",0,4
"britains",0,1
"british",0,3
"britney",0,1
"brits",0,1
"bro",0,3
"broke",0,5
"broken",0,7
"bronaugh",0,1
"bronskyâ",0,1
"brother",0,8
"brothernnmommy",0,1
"brothers",0,3
"brought",0,10
"brown",0,1
"brownshuguhz",0,1
"bruh",0,3
"brush",0,1
"brutal",0,4
"brutally",0,1
"brwmiagoonmiaâ",0,1
"bryant",0,1
"btw",0,1
"buck",0,1
"buddies",0,1
"build",0,2
"building",0,16
"buildings",0,3
"built",0,3
"bulk",0,1
"bull",0,2
"bullardnhow",0,1
"bullet",0,10
"bulletproof",0,2
"bullets",0,13
"bullied",0,3
"bullies",0,1
"bullllshit",0,1
"bullshit",0,13
"bully",0,1
"bullying",0,5
"bunch",0,17
"burden",0,1
"burial",0,1
"burn",0,4
"burst",0,2
"bursts",0,2
"bus",0,3
"busch",0,1
"buses",0,1
"bush",0,1
"business",0,3
"businesses",0,2
"bust",0,2
"busts",0,1
"busy",0,1
"but",0,53
"butt",0,1
"butter",0,1
"button",0,1
"buulding",0,1
"buy",0,20
"buying",0,5
"buys",0,1
"buzzer",0,1
"cabinet",0,1
"cabinets",0,3
"cafe",0,3
"cafeteria",0,1
"cageâ",0,1
"cal",0,1
"calibrate",0,1
"california",0,2
"call",0,11
"called",0,18
"callednasians",0,1
"calling",0,6
"callous",0,2
"calls",0,2
"calltxt",0,1
"calm",0,3
"calming",0,1
"calmly",0,1
"cam",0,1
"came",0,27
"cameras",0,2
"camps",0,1
"campus",0,6
"campuslots",0,1
"canada",0,13
"canadian",0,1
"cancer",0,1
"candidates",0,1
"candy",0,3
"canines",0,1
"cant",0,24
"cantgetusbitch",0,1
"canâuut",0,1
"caos",0,1
"capable",0,8
"capacity",0,1
"capita",0,1
"capital",0,3
"capone",0,3
"capstone",0,1
"capture",0,2
"car",0,15
"carbonara",0,1
"cardiac",0,2
"care",0,21
"career",0,3
"careless",0,1
"cares",0,4
"caring",0,1
"carpenter",0,2
"carpet",0,1
"carpetbagger",0,1
"carried",0,7
"carriers",0,1
"carries",0,1
"carry",0,29
"carrying",0,5
"cars",0,8
"cartels",0,8
"cary",0,1
"case",0,19
"casenremember",0,1
"cases",0,8
"cash",0,1
"cast",0,1
"castro",0,1
"casually",0,1
"catastrophic",0,1
"catch",0,6
"catching",0,1
"catfight",0,1
"cating",0,1
"cats",0,1
"caucasian",0,3
"caucasians",0,1
"caught",0,9
"causal",0,1
"causality",0,2
"causation",0,4
"cause",0,30
"caused",0,5
"causes",0,5
"causing",0,2
"cdc",0,1
"celebrities",0,2
"celebrity",0,1
"center",0,3
"centers",0,1
"central",0,1
"centsâ",0,1
"century",0,3
"ceo",0,1
"certain",0,7
"certainly",0,4
"chain",0,2
"chair",0,7
"chairs",0,9
"challenge",0,1
"chambers",0,1
"champion",0,1
"chance",0,18
"chances",0,5
"change",0,19
"changed",0,7
"changes",0,1
"changing",0,3
"channel",0,3
"chaos",0,2
"character",0,3
"charactersnnnn",0,1
"charge",0,2
"charges",0,3
"charleston",0,3
"charming",0,1
"charter",0,2
"chase",0,1
"chased",0,1
"chastised",0,1
"chat",0,1
"chattanooga",0,1
"chaydenâ",0,1
"check",0,10
"checked",0,1
"checks",0,5
"checksnnand",0,1
"checkâ",0,1
"cheers",0,1
"cheese",0,1
"chemicals",0,1
"cherry",0,1
"chicago",0,4
"chicagonnhttpwwwjustfactscomimagesguncontrolchicagopngnnboy",0,1
"chicken",0,9
"child",0,19
"childhood",0,3
"children",0,46
"childrens",0,2
"childrenâ",0,1
"childs",0,1
"chill",0,1
"chills",0,1
"china",0,3
"chinantrouble",0,1
"chip",0,2
"chipper",0,1
"chirstmas",0,1
"chl",0,1
"choir",0,1
"choke",0,1
"choose",0,3
"chop",0,1
"chose",0,1
"chosen",0,1
"christ",0,1
"christian",0,2
"christianity",0,2
"christians",0,4
"christiansthey",0,1
"christopher",0,3
"christs",0,1
"chuck",0,2
"church",0,3
"cia",0,1
"cincyrocker",0,1
"cinema",0,1
"circular",0,4
"circulation",0,4
"circumstantial",0,1
"cirminals",0,1
"cit",0,1
"cite",0,3
"cited",0,1
"cities",0,4
"citizen",0,6
"citizens",0,15
"citizensâ",0,1
"city",0,4
"civil",0,2
"civilians",0,6
"civilized",0,1
"claim",0,5
"claimed",0,2
"claiming",0,1
"claims",0,4
"class",0,44
"classes",0,9
"classic",0,1
"classicfihd",0,1
"classmates",0,3
"classmatesahhhhhhhhhhhhhh",0,1
"classnnand",0,1
"classnnid",0,1
"classroom",0,20
"classrooms",0,10
"classy",0,1
"classðufuu",0,1
"clause",0,1
"clean",0,1
"clear",0,3
"cleared",0,1
"clearly",0,7
"clearwater",0,1
"clemons",0,1
"clerk",0,1
"clever",0,1
"clients",0,1
"climate",0,1
"climbed",0,1
"climbing",0,2
"clinton",0,1
"clip",0,2
"clips",0,1
"clock",0,1
"clone",0,1
"close",0,18
"closed",0,7
"closely",0,1
"closer",0,3
"closes",0,1
"closest",0,1
"closestâ",0,1
"closet",0,1
"closets",0,1
"closing",0,1
"clothed",0,1
"cloud",0,1
"clown",0,1
"club",0,1
"clubs",0,2
"clue",0,3
"clump",0,1
"cmon",0,1
"cnn",0,5
"cocaine",0,2
"cocksucker",0,1
"cocky",0,1
"cod",0,2
"coddling",0,1
"code",0,8
"codes",0,1
"cody",0,1
"coffin",0,1
"coincidence",0,3
"coincidental",0,1
"cold",0,4
"coldhearted",0,1
"cole",0,1
"colin",0,16
"collateral",0,1
"collection",0,2
"collective",0,1
"college",0,7
"collge",0,1
"collision",0,1
"colombine",0,5
"colonies",0,1
"colony",0,1
"color",0,1
"colorado",0,11
"columbine",0,52
"columbinevirginia",0,1
"columbus",0,1
"com",0,1
"combat",0,3
"combatexercises",0,1
"come",0,41
"comedy",0,1
"comes",0,23
"comet",0,1
"coming",0,20
"comment",0,13
"commenting",0,1
"comments",0,15
"commentâ",0,1
"commercial",0,1
"commit",0,9
"commits",0,1
"committed",0,8
"committing",0,3
"common",0,23
"commonly",0,3
"commonsense",0,1
"commotion",0,1
"communist",0,1
"community",0,8
"companies",0,4
"company",0,5
"comparatively",0,1
"compare",0,6
"compared",0,3
"comparing",0,1
"comparison",0,4
"compelled",0,1
"compete",0,1
"competing",0,1
"competition",0,3
"complain",0,1
"complained",0,1
"complaining",0,4
"complete",0,4
"completely",0,14
"complicated",0,1
"composed",0,1
"compounds",0,1
"comprehend",0,1
"comprehension",0,2
"computer",0,2
"con",0,1
"conceal",0,4
"concealed",0,8
"concentrated",0,1
"concept",0,1
"concer",0,1
"concern",0,2
"concerned",0,1
"concerning",0,2
"concert",0,1
"conclude",0,2
"conclusion",0,1
"conclusions",0,1
"condition",0,1
"conditioning",0,1
"conditions",0,1
"conduct",0,2
"conducting",0,1
"confetti",0,1
"confident",0,2
"confidential",0,1
"confine",0,1
"confirms",0,1
"confiscate",0,2
"confiscation",0,4
"confiscationâ",0,1
"confront",0,1
"confronted",0,1
"congaline",0,1
"congradulationsâ",0,2
"congratulations",0,1
"congress",0,1
"conn",0,1
"connecticut",0,8
"conquer",0,1
"cons",0,1
"consecutively",0,1
"consent",0,1
"consequences",0,1
"conservative",0,1
"conservatives",0,1
"consider",0,3
"considerate",0,1
"considered",0,5
"considering",0,1
"consistent",0,1
"consistently",0,1
"consolidated",0,1
"conspiracies",0,2
"conspiracy",0,12
"constant",0,2
"constantly",0,2
"constitutes",0,1
"constitution",0,13
"construction",0,1
"consumer",0,1
"consumers",0,1
"cont",0,1
"contact",0,2
"contaminate",0,1
"contemplated",0,1
"content",0,1
"contestation",0,1
"contiguous",0,1
"continue",0,8
"continued",0,1
"continues",0,2
"contracts",0,1
"contrary",0,1
"contrast",0,1
"contrerasâ",0,1
"contribute",0,2
"contributes",0,1
"contributing",0,1
"control",0,63
"controldefenseless",0,1
"controlled",0,4
"controllers",0,1
"controlling",0,1
"controlnuk",0,1
"convenient",0,2
"conveniently",0,1
"conversation",0,5
"conversationnnthe",0,1
"convict",0,2
"convicted",0,4
"convictions",0,1
"convince",0,1
"convinced",0,2
"cool",0,5
"coolnnand",0,1
"coons",0,1
"cooper",0,1
"coordinated",0,1
"coots",0,1
"cop",0,5
"cops",0,14
"copycat",0,2
"core",0,1
"corner",0,57
"corporation",0,1
"corpses",0,1
"correct",0,6
"corrected",0,1
"correcting",0,1
"correctly",0,3
"correlation",0,7
"correlative",0,3
"corrupt",0,4
"corrupted",0,1
"cos",0,1
"cosas",0,1
"cost",0,6
"costaconcordea",0,1
"costly",0,2
"costs",0,3
"cotton",0,1
"could",0,2
"couldnt",0,1
"council",0,1
"count",0,2
"counted",0,2
"counter",0,1
"counterintuitive",0,1
"counties",0,1
"countless",0,1
"countries",0,17
"countriesâ",0,2
"country",0,67
"countrymerica",0,1
"countrys",0,1
"countryside",0,1
"county",0,5
"couple",0,9
"courage",0,1
"course",0,9
"coursennhey",0,2
"coursennyeah",0,1
"court",0,3
"cousin",0,5
"cover",0,8
"coverage",0,3
"covered",0,3
"covering",0,1
"coverup",0,1
"coward",0,1
"cowards",0,2
"cowboy",0,1
"cowboys",0,1
"cower",0,1
"cowering",0,2
"coworker",0,1
"coz",0,1
"crack",0,2
"cracknnmommy",0,1
"craig",0,1
"crap",0,2
"crash",0,1
"crasy",0,1
"crater",0,1
"crazed",0,4
"crazy",0,29
"cream",0,1
"create",0,4
"created",0,4
"creates",0,1
"creating",0,3
"creation",0,1
"creative",0,2
"creepy",0,2
"creepywhy",0,1
"crew",0,1
"cricketsnpretty",0,1
"cried",0,4
"criedðufuu",0,1
"crime",0,44
"crimes",0,14
"crimesobesity",0,1
"crimeâ",0,2
"criminal",0,16
"criminally",0,1
"criminals",0,50
"criminalsâ",0,2
"cringe",0,2
"crippled",0,1
"crises",0,1
"crisis",0,3
"crisp",0,1
"criticize",0,1
"critiquing",0,1
"crossbow",0,2
"crotch",0,1
"crowbar",0,1
"crowd",0,1
"crowded",0,2
"crowdnnwe",0,1
"crowds",0,1
"crude",0,1
"cruel",0,2
"cruelest",0,1
"cruise",0,1
"crush",0,1
"crushnnand",0,1
"crutches",0,1
"cry",0,4
"crying",0,8
"crynnwhen",0,1
"crystal",0,1
"cryâ",0,2
"cubbies",0,1
"cubbys",0,1
"cuffs",0,1
"culprit",0,1
"culprits",0,1
"cultural",0,3
"culture",0,9
